HUE and Delta-E color differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (hue diff), (delta-e diff)
((17, 19), (20, 19), (150), (36))
((17, 19), (20, 2), (145), (25))
((17, 19), (20, 20), (151), (26))
((17, 19), (20, 3), (126), (25))
((17, 19), (20, 4), (147), (45))
((17, 19), (20, 5), (121), (19))
((17, 19), (20, 6), (141), (31))
((17, 19), (20, 8), (121), (22))
((17, 19), (20, 9), (128), (26))
((17, 2), (18, 1), (20), (30))
((17, 2), (18, 2), (21), (20))
((17, 2), (18, 3), (219), (19))
((17, 2), (18, 4), (20), (29))
((17, 2), (18, 5), (21), (29))
((17, 2), (18, 7), (16), (13))
((17, 2), (18, 8), (20), (27))
((17, 2), (18, 9), (19), (26))
((17, 2), (19, 1), (88), (34))
((17, 2), (19, 4), (58), (30))
((17, 2), (19, 5), (66), (28))
((17, 2), (19, 6), (93), (17))
((17, 2), (19, 7), (83), (24))
((17, 2), (19, 8), (86), (26))
((17, 2), (20, 1), (15), (19))
((17, 2), (20, 10), (23), (15))
((17, 2), (20, 11), (43), (16))
((17, 2), (20, 12), (11), (27))
((17, 2), (20, 13), (10), (26))
((17, 2), (20, 14), (27), (16))
((17, 2), (20, 15), (29), (15))
((17, 2), (20, 16), (212), (22))
((17, 2), (20, 17), (9), (27))
((17, 2), (20, 18), (5), (26))
((17, 2), (20, 19), (37), (19))
((17, 2), (20, 2), (33), (14))
((17, 2), (20, 20), (38), (12))
((17, 2), (20, 3), (14), (22))
((17, 2), (20, 4), (35), (23))
((17, 2), (20, 5), (8), (16))
((17, 2), (20, 6), (29), (14))
((17, 2), (20, 8), (8), (21))
((17, 2), (20, 9), (15), (19))
((17, 20), (18, 1), (28), (11))
((17, 20), (18, 2), (12), (11))
((17, 20), (18, 3), (210), (22))
((17, 20), (18, 4), (11), (5))
((17, 20), (18, 5), (30), (10))
((17, 20), (18, 7), (25), (47))
((17, 20), (18, 8), (11), (5))
((17, 20), (18, 9), (10), (5))
((17, 20), (19, 1), (97), (15))
((17, 20), (19, 4), (66), (13))
((17, 20), (19, 5), (75), (13))
((17, 20), (19, 6), (102), (19))
((17, 20), (19, 7), (92), (15))
((17, 20), (19, 8), (95), (14))
((17, 20), (20, 1), (6), (11))
((17, 20), (20, 10), (15), (40))
((17, 20), (20, 11), (34), (31))
((17, 20), (20, 12), (2), (1))
((17, 20), (20, 13), (1), (2))
((17, 20), (20, 14), (18), (41))
((17, 20), (20, 15), (20), (42))
((17, 20), (20, 16), (203), (47))
((17, 20), (20, 17), (1), (7))
((17, 20), (20, 18), (4), (11))
((17, 20), (20, 19), (28), (23))
((17, 20), (20, 2), (24), (22))
((17, 20), (20, 20), (29), (28))
((17, 20), (20, 3), (5), (6))
((17, 20), (20, 4), (26), (46))
((17, 20), (20, 5), (1), (14))
((17, 20), (20, 6), (20), (42))
((17, 20), (20, 8), (0), (7))
((17, 20), (20, 9), (6), (14))
((17, 21), (18, 1), (13), (6))
((17, 21), (18, 2), (54), (18))
((17, 21), (18, 3), (252), (21))
((17, 21), (18, 4), (53), (12))
((17, 21), (18, 5), (12), (4))
((17, 21), (18, 7), (17), (49))
((17, 21), (18, 8), (53), (13))
((17, 21), (18, 9), (52), (13))
((17, 21), (19, 1), (55), (6))
((17, 21), (19, 4), (25), (6))
((17, 21), (19, 5), (33), (7))
((17, 21), (19, 6), (60), (18))
((17, 21), (19, 7), (50), (11))
((17, 21), (19, 8), (53), (10))
((17, 21), (20, 1), (48), (20))
((17, 21), (20, 10), (56), (46))
((17, 21), (20, 11), (76), (36))
((17, 21), (20, 12), (43), (11))
((17, 21), (20, 13), (43), (12))
((17, 21), (20, 14), (60), (48))
((17, 21), (20, 15), (61), (48))
((17, 21), (20, 16), (244), (47))
((17, 21), (20, 17), (42), (8))
((17, 21), (20, 18), (38), (9))
((17, 21), (20, 19), (70), (30))
((17, 21), (20, 2), (66), (26))
((17, 21), (20, 20), (71), (32))
((17, 21), (20, 3), (47), (15))
((17, 21), (20, 4), (68), (54))
((17, 21), (20, 5), (41), (17))
((17, 21), (20, 6), (62), (46))
((17, 21), (20, 8), (41), (13))
((17, 21), (20, 9), (48), (24))
((17, 3), (18, 1), (5), (2))
((17, 3), (18, 2), (36), (15))
((17, 3), (18, 3), (234), (19))
((17, 3), (18, 4), (35), (8))
((17, 3), (18, 5), (6), (1))
((17, 3), (18, 7), (1), (48))
((17, 3), (18, 8), (35), (10))
((17, 3), (18, 9), (34), (10))
((17, 3), (19, 1), (73), (6))
((17, 3), (19, 4), (43), (4))
((17, 3), (19, 5), (51), (5))
((17, 3), (19, 6), (78), (16))
((17, 3), (19, 7), (69), (9))
((17, 3), (19, 8), (71), (8))
((17, 3), (20, 1), (30), (18))
((17, 3), (20, 10), (38), (44))
((17, 3), (20, 11), (58), (32))
((17, 3), (20, 12), (25), (9))
((17, 3), (20, 13), (25), (11))
((17, 3), (20, 14), (42), (45))
((17, 3), (20, 15), (43), (45))
((17, 3), (20, 16), (226), (46))
((17, 3), (20, 17), (24), (4))
((17, 3), (20, 18), (19), (6))
((17, 3), (20, 19), (52), (26))
((17, 3), (20, 2), (48), (23))
((17, 3), (20, 20), (53), (29))
((17, 3), (20, 3), (29), (13))
((17, 3), (20, 4), (49), (51))
((17, 3), (20, 5), (23), (15))
((17, 3), (20, 6), (44), (44))
((17, 3), (20, 8), (23), (10))
((17, 3), (20, 9), (30), (22))
((17, 4), (18, 1), (13), (49))
((17, 4), (18, 2), (27), (34))
((17, 4), (18, 3), (225), (34))
((17, 4), (18, 4), (26), (47))
((17, 4), (18, 5), (15), (49))
((17, 4), (18, 7), (10), (12))
((17, 4), (18, 8), (26), (45))
((17, 4), (18, 9), (25), (44))
((17, 4), (19, 1), (82), (53))
((17, 4), (19, 4), (51), (49))
((17, 4), (19, 5), (60), (48))
((17, 4), (19, 6), (87), (33))
((17, 4), (19, 7), (77), (42))
((17, 4), (19, 8), (80), (45))
((17, 4), (20, 1), (21), (32))
((17, 4), (20, 10), (30), (12))
((17, 4), (20, 11), (49), (24))
((17, 4), (20, 12), (17), (45))
((17, 4), (20, 13), (16), (43))
((17, 4), (20, 14), (33), (13))
((17, 4), (20, 15), (35), (12))
((17, 4), (20, 16), (218), (27))
((17, 4), (20, 17), (16), (47))
((17, 4), (20, 18), (11), (46))
((17, 4), (20, 19), (43), (28))
((17, 4), (20, 2), (39), (26))
((17, 4), (20, 20), (44), (23))
((17, 4), (20, 3), (20), (38))
((17, 4), (20, 4), (41), (19))
((17, 4), (20, 5), (14), (31))
((17, 4), (20, 6), (35), (14))
((17, 4), (20, 8), (15), (38))
((17, 4), (20, 9), (21), (29))
((17, 5), (18, 1), (22), (28))
((17, 5), (18, 2), (18), (19))
((17, 5), (18, 3), (216), (16))
((17, 5), (18, 4), (17), (27))
((17, 5), (18, 5), (24), (28))
((17, 5), (18, 7), (19), (14))
((17, 5), (18, 8), (17), (26))
((17, 5), (18, 9), (16), (25))
((17, 5), (19, 1), (91), (33))
((17, 5), (19, 4), (60), (28))
((17, 5), (19, 5), (69), (27))
((17, 5), (19, 6), (96), (15))
((17, 5), (19, 7), (86), (22))
((17, 5), (19, 8), (89), (24))
((17, 5), (20, 1), (12), (19))
((17, 5), (20, 10), (21), (16))
((17, 5), (20, 11), (40), (13))
((17, 5), (20, 12), (8), (27))
((17, 5), (20, 13), (7), (26))
((17, 5), (20, 14), (24), (17))
((17, 5), (20, 15), (26), (15))
((17, 5), (20, 16), (209), (20))
((17, 5), (20, 17), (7), (26))
((17, 5), (20, 18), (2), (24))
((17, 5), (20, 19), (34), (17))
((17, 5), (20, 2), (30), (11))
((17, 5), (20, 20), (35), (9))
((17, 5), (20, 3), (11), (22))
((17, 5), (20, 4), (32), (23))
((17, 5), (20, 5), (5), (14))
((17, 5), (20, 6), (26), (12))
((17, 5), (20, 8), (6), (20))
((17, 5), (20, 9), (12), (20))
((17, 8), (18, 1), (40), (13))
((17, 8), (18, 2), (0), (2))
((17, 8), (18, 3), (198), (16))
((17, 8), (18, 4), (1), (8))
((17, 8), (18, 5), (42), (13))
((17, 8), (18, 7), (37), (36))
((17, 8), (18, 8), (1), (6))
((17, 8), (18, 9), (2), (6))
((17, 8), (19, 1), (109), (20))
((17, 8), (19, 4), (78), (15))
((17, 8), (19, 5), (87), (14))
((17, 8), (19, 6), (114), (14))
((17, 8), (19, 7), (104), (12))
((17, 8), (19, 8), (107), (13))
((17, 8), (20, 1), (6), (6))
((17, 8), (20, 10), (3), (31))
((17, 8), (20, 11), (22), (20))
((17, 8), (20, 12), (10), (9))
((17, 8), (20, 13), (11), (9))
((17, 8), (20, 14), (6), (32))
((17, 8), (20, 15), (8), (32))
((17, 8), (20, 16), (191), (39))
((17, 8), (20, 17), (11), (9))
((17, 8), (20, 18), (16), (9))
((17, 8), (20, 19), (16), (12))
((17, 8), (20, 2), (12), (12))
((17, 8), (20, 20), (17), (18))
((17, 8), (20, 3), (7), (5))
((17, 8), (20, 4), (14), (36))
((17, 8), (20, 5), (13), (6))
((17, 8), (20, 6), (8), (32))
((17, 8), (20, 8), (12), (5))
((17, 8), (20, 9), (6), (9))
((18, 1), (19, 1), (68), (6))
((18, 1), (19, 4), (38), (2))
((18, 1), (19, 5), (47), (3))
((18, 1), (19, 6), (73), (15))
((18, 1), (19, 7), (64), (8))
((18, 1), (19, 8), (67), (6))
((18, 2), (19, 1), (109), (22))
((18, 2), (19, 4), (78), (16))
((18, 2), (19, 5), (87), (16))
((18, 2), (19, 6), (114), (15))
((18, 2), (19, 7), (104), (14))
((18, 2), (19, 8), (107), (14))
((18, 3), (19, 1), (307), (20))
((18, 3), (19, 4), (276), (16))
((18, 3), (19, 5), (285), (14))
((18, 3), (19, 6), (312), (4))
((18, 3), (19, 7), (302), (9))
((18, 3), (19, 8), (305), (11))
((18, 4), (19, 1), (108), (15))
((18, 4), (19, 4), (78), (11))
((18, 4), (19, 5), (86), (12))
((18, 4), (19, 6), (113), (19))
((18, 4), (19, 7), (103), (14))
((18, 4), (19, 8), (106), (13))
((18, 5), (19, 1), (67), (6))
((18, 5), (19, 4), (36), (2))
((18, 5), (19, 5), (45), (3))
((18, 5), (19, 6), (72), (15))
((18, 5), (19, 7), (62), (8))
((18, 5), (19, 8), (65), (6))
((18, 7), (19, 1), (72), (51))
((18, 7), (19, 4), (41), (47))
((18, 7), (19, 5), (50), (46))
((18, 7), (19, 6), (77), (29))
((18, 7), (19, 7), (67), (39))
((18, 7), (19, 8), (70), (42))
((18, 8), (19, 1), (108), (16))
((18, 8), (19, 4), (78), (12))
((18, 8), (19, 5), (86), (12))
((18, 8), (19, 6), (113), (18))
((18, 8), (19, 7), (103), (14))
((18, 8), (19, 8), (106), (13))
((18, 9), (19, 1), (107), (16))
((18, 9), (19, 4), (77), (12))
((18, 9), (19, 5), (85), (12))
((18, 9), (19, 6), (112), (17))
((18, 9), (19, 7), (102), (13))
((18, 9), (19, 8), (105), (13))
((19, 1), (20, 1), (103), (24))
((19, 1), (20, 10), (111), (49))
((19, 1), (20, 11), (131), (38))
((19, 1), (20, 12), (99), (16))
((19, 1), (20, 13), (98), (17))
((19, 1), (20, 14), (115), (50))
((19, 1), (20, 15), (117), (50))
((19, 1), (20, 16), (300), (47))
((19, 1), (20, 17), (97), (11))
((19, 1), (20, 18), (93), (10))
((19, 1), (20, 19), (125), (33))
((19, 1), (20, 2), (121), (28))
((19, 1), (20, 20), (126), (33))
((19, 1), (20, 3), (102), (19))
((19, 1), (20, 4), (123), (58))
((19, 1), (20, 5), (96), (20))
((19, 1), (20, 6), (117), (48))
((19, 1), (20, 8), (96), (17))
((19, 1), (20, 9), (103), (28))
((19, 1), (21, 1), (95), (21))
((19, 1), (21, 10), (89), (16))
((19, 1), (21, 11), (101), (48))
((19, 1), (21, 12), (64), (27))
((19, 1), (21, 13), (106), (52))
((19, 1), (21, 14), (95), (19))
((19, 1), (21, 15), (98), (13))
((19, 1), (21, 16), (107), (53))
((19, 1), (21, 17), (90), (15))
((19, 1), (21, 18), (87), (14))
((19, 1), (21, 19), (107), (57))
((19, 1), (21, 2), (87), (19))
((19, 1), (21, 20), (99), (37))
((19, 1), (21, 22), (92), (13))
((19, 1), (21, 23), (92), (15))
((19, 1), (21, 24), (82), (19))
((19, 1), (21, 25), (71), (21))
((19, 1), (21, 26), (116), (70))
((19, 1), (21, 27), (92), (13))
((19, 1), (21, 28), (87), (19))
((19, 1), (21, 29), (94), (24))
((19, 1), (21, 30), (67), (17))
((19, 1), (21, 31), (107), (53))
((19, 1), (21, 32), (70), (14))
((19, 1), (21, 33), (93), (14))
((19, 1), (21, 34), (78), (16))
((19, 1), (21, 35), (60), (12))
((19, 1), (21, 36), (114), (65))
((19, 1), (21, 37), (98), (17))
((19, 1), (21, 38), (94), (14))
((19, 1), (21, 39), (92), (15))
((19, 1), (21, 5), (87), (20))
((19, 1), (21, 7), (100), (19))
((19, 4), (20, 1), (73), (20))
((19, 4), (20, 10), (81), (44))
((19, 4), (20, 11), (101), (32))
((19, 4), (20, 12), (68), (13))
((19, 4), (20, 13), (68), (14))
((19, 4), (20, 14), (85), (45))
((19, 4), (20, 15), (86), (45))
((19, 4), (20, 16), (269), (44))
((19, 4), (20, 17), (67), (7))
((19, 4), (20, 18), (62), (5))
((19, 4), (20, 19), (95), (27))
((19, 4), (20, 2), (91), (22))
((19, 4), (20, 20), (96), (28))
((19, 4), (20, 3), (71), (15))
((19, 4), (20, 4), (92), (52))
((19, 4), (20, 5), (66), (15))
((19, 4), (20, 6), (86), (43))
((19, 4), (20, 8), (66), (12))
((19, 4), (20, 9), (73), (24))
((19, 4), (21, 1), (64), (17))
((19, 4), (21, 10), (59), (13))
((19, 4), (21, 11), (70), (44))
((19, 4), (21, 12), (34), (23))
((19, 4), (21, 13), (75), (48))
((19, 4), (21, 14), (64), (14))
((19, 4), (21, 15), (67), (9))
((19, 4), (21, 16), (76), (49))
((19, 4), (21, 17), (60), (13))
((19, 4), (21, 18), (57), (10))
((19, 4), (21, 19), (77), (53))
((19, 4), (21, 2), (57), (16))
((19, 4), (21, 20), (69), (33))
((19, 4), (21, 22), (61), (10))
((19, 4), (21, 23), (61), (12))
((19, 4), (21, 24), (51), (15))
((19, 4), (21, 25), (41), (17))
((19, 4), (21, 26), (86), (63))
((19, 4), (21, 27), (61), (10))
((19, 4), (21, 28), (57), (17))
((19, 4), (21, 29), (64), (20))
((19, 4), (21, 30), (37), (15))
((19, 4), (21, 31), (77), (49))
((19, 4), (21, 32), (40), (12))
((19, 4), (21, 33), (63), (11))
((19, 4), (21, 34), (47), (14))
((19, 4), (21, 35), (30), (11))
((19, 4), (21, 36), (84), (59))
((19, 4), (21, 37), (68), (13))
((19, 4), (21, 38), (63), (10))
((19, 4), (21, 39), (62), (12))
((19, 4), (21, 5), (57), (16))
((19, 4), (21, 7), (70), (15))
((19, 5), (20, 1), (81), (19))
((19, 5), (20, 10), (90), (43))
((19, 5), (20, 11), (109), (31))
((19, 5), (20, 12), (77), (13))
((19, 5), (20, 13), (76), (14))
((19, 5), (20, 14), (93), (44))
((19, 5), (20, 15), (95), (44))
((19, 5), (20, 16), (278), (42))
((19, 5), (20, 17), (76), (7))
((19, 5), (20, 18), (71), (4))
((19, 5), (20, 19), (103), (25))
((19, 5), (20, 2), (99), (21))
((19, 5), (20, 20), (104), (26))
((19, 5), (20, 3), (80), (15))
((19, 5), (20, 4), (101), (51))
((19, 5), (20, 5), (74), (14))
((19, 5), (20, 6), (95), (42))
((19, 5), (20, 8), (75), (11))
((19, 5), (20, 9), (81), (23))
((19, 5), (21, 1), (73), (16))
((19, 5), (21, 10), (67), (13))
((19, 5), (21, 11), (79), (43))
((19, 5), (21, 12), (43), (23))
((19, 5), (21, 13), (84), (47))
((19, 5), (21, 14), (73), (12))
((19, 5), (21, 15), (76), (9))
((19, 5), (21, 16), (85), (48))
((19, 5), (21, 17), (68), (13))
((19, 5), (21, 18), (66), (10))
((19, 5), (21, 19), (85), (51))
((19, 5), (21, 2), (65), (15))
((19, 5), (21, 20), (77), (32))
((19, 5), (21, 22), (70), (11))
((19, 5), (21, 23), (70), (13))
((19, 5), (21, 24), (60), (15))
((19, 5), (21, 25), (49), (17))
((19, 5), (21, 26), (94), (60))
((19, 5), (21, 27), (70), (11))
((19, 5), (21, 28), (65), (17))
((19, 5), (21, 29), (72), (19))
((19, 5), (21, 30), (45), (15))
((19, 5), (21, 31), (85), (48))
((19, 5), (21, 32), (49), (12))
((19, 5), (21, 33), (71), (11))
((19, 5), (21, 34), (56), (14))
((19, 5), (21, 35), (38), (12))
((19, 5), (21, 36), (93), (57))
((19, 5), (21, 37), (76), (13))
((19, 5), (21, 38), (72), (10))
((19, 5), (21, 39), (70), (12))
((19, 5), (21, 5), (66), (15))
((19, 5), (21, 7), (78), (15))
((19, 6), (20, 1), (108), (17))
((19, 6), (20, 10), (116), (31))
((19, 6), (20, 11), (136), (23))
((19, 6), (20, 12), (103), (19))
((19, 6), (20, 13), (103), (18))
((19, 6), (20, 14), (120), (32))
((19, 6), (20, 15), (121), (31))
((19, 6), (20, 16), (304), (28))
((19, 6), (20, 17), (102), (15))
((19, 6), (20, 18), (98), (12))
((19, 6), (20, 19), (130), (22))
((19, 6), (20, 2), (126), (13))
((19, 6), (20, 20), (131), (17))
((19, 6), (20, 3), (107), (16))
((19, 6), (20, 4), (128), (39))
((19, 6), (20, 5), (101), (9))
((19, 6), (20, 6), (122), (28))
((19, 6), (20, 8), (101), (12))
((19, 6), (20, 9), (108), (20))
((19, 6), (21, 1), (100), (15))
((19, 6), (21, 10), (94), (15))
((19, 6), (21, 11), (105), (32))
((19, 6), (21, 12), (69), (15))
((19, 6), (21, 13), (110), (33))
((19, 6), (21, 14), (100), (8))
((19, 6), (21, 15), (103), (15))
((19, 6), (21, 16), (112), (35))
((19, 6), (21, 17), (95), (17))
((19, 6), (21, 18), (92), (15))
((19, 6), (21, 19), (112), (37))
((19, 6), (21, 2), (92), (15))
((19, 6), (21, 20), (104), (25))
((19, 6), (21, 22), (97), (17))
((19, 6), (21, 23), (96), (17))
((19, 6), (21, 24), (87), (14))
((19, 6), (21, 25), (76), (11))
((19, 6), (21, 26), (121), (42))
((19, 6), (21, 27), (97), (17))
((19, 6), (21, 28), (92), (19))
((19, 6), (21, 29), (99), (15))
((19, 6), (21, 30), (72), (17))
((19, 6), (21, 31), (112), (35))
((19, 6), (21, 32), (75), (16))
((19, 6), (21, 33), (98), (16))
((19, 6), (21, 34), (82), (17))
((19, 6), (21, 35), (65), (18))
((19, 6), (21, 36), (119), (39))
((19, 6), (21, 37), (103), (15))
((19, 6), (21, 38), (99), (15))
((19, 6), (21, 39), (97), (16))
((19, 6), (21, 5), (92), (14))
((19, 6), (21, 7), (105), (16))
((19, 7), (20, 1), (99), (17))
((19, 7), (20, 10), (107), (39))
((19, 7), (20, 11), (126), (27))
((19, 7), (20, 12), (94), (14))
((19, 7), (20, 13), (94), (15))
((19, 7), (20, 14), (110), (40))
((19, 7), (20, 15), (112), (39))
((19, 7), (20, 16), (295), (37))
((19, 7), (20, 17), (93), (9))
((19, 7), (20, 18), (88), (6))
((19, 7), (20, 19), (121), (23))
((19, 7), (20, 2), (116), (17))
((19, 7), (20, 20), (121), (22))
((19, 7), (20, 3), (97), (14))
((19, 7), (20, 4), (118), (46))
((19, 7), (20, 5), (92), (10))
((19, 7), (20, 6), (112), (37))
((19, 7), (20, 8), (92), (10))
((19, 7), (20, 9), (99), (21))
((19, 7), (21, 1), (90), (15))
((19, 7), (21, 10), (84), (13))
((19, 7), (21, 11), (96), (39))
((19, 7), (21, 12), (60), (19))
((19, 7), (21, 13), (101), (42))
((19, 7), (21, 14), (90), (9))
((19, 7), (21, 15), (93), (10))
((19, 7), (21, 16), (102), (43))
((19, 7), (21, 17), (86), (14))
((19, 7), (21, 18), (83), (11))
((19, 7), (21, 19), (103), (46))
((19, 7), (21, 2), (82), (14))
((19, 7), (21, 20), (94), (29))
((19, 7), (21, 22), (87), (13))
((19, 7), (21, 23), (87), (13))
((19, 7), (21, 24), (77), (13))
((19, 7), (21, 25), (66), (13))
((19, 7), (21, 26), (112), (51))
((19, 7), (21, 27), (87), (12))
((19, 7), (21, 28), (82), (17))
((19, 7), (21, 29), (90), (17))
((19, 7), (21, 30), (62), (15))
((19, 7), (21, 31), (102), (43))
((19, 7), (21, 32), (66), (13))
((19, 7), (21, 33), (88), (12))
((19, 7), (21, 34), (73), (14))
((19, 7), (21, 35), (55), (13))
((19, 7), (21, 36), (110), (49))
((19, 7), (21, 37), (94), (12))
((19, 7), (21, 38), (89), (11))
((19, 7), (21, 39), (87), (13))
((19, 7), (21, 5), (83), (14))
((19, 7), (21, 7), (96), (14))
((19, 8), (20, 1), (101), (18))
((19, 8), (20, 10), (110), (40))
((19, 8), (20, 11), (129), (28))
((19, 8), (20, 12), (97), (14))
((19, 8), (20, 13), (96), (15))
((19, 8), (20, 14), (113), (41))
((19, 8), (20, 15), (115), (41))
((19, 8), (20, 16), (298), (39))
((19, 8), (20, 17), (96), (9))
((19, 8), (20, 18), (91), (5))
((19, 8), (20, 19), (123), (23))
((19, 8), (20, 2), (119), (18))
((19, 8), (20, 20), (124), (23))
((19, 8), (20, 3), (100), (14))
((19, 8), (20, 4), (121), (47))
((19, 8), (20, 5), (94), (12))
((19, 8), (20, 6), (115), (38))
((19, 8), (20, 8), (95), (11))
((19, 8), (20, 9), (101), (22))
((19, 8), (21, 1), (93), (15))
((19, 8), (21, 10), (87), (13))
((19, 8), (21, 11), (99), (40))
((19, 8), (21, 12), (63), (21))
((19, 8), (21, 13), (104), (44))
((19, 8), (21, 14), (93), (10))
((19, 8), (21, 15), (96), (10))
((19, 8), (21, 16), (105), (45))
((19, 8), (21, 17), (88), (14))
((19, 8), (21, 18), (86), (11))
((19, 8), (21, 19), (105), (48))
((19, 8), (21, 2), (85), (15))
((19, 8), (21, 20), (97), (30))
((19, 8), (21, 22), (90), (12))
((19, 8), (21, 23), (90), (13))
((19, 8), (21, 24), (80), (14))
((19, 8), (21, 25), (69), (15))
((19, 8), (21, 26), (114), (54))
((19, 8), (21, 27), (90), (12))
((19, 8), (21, 28), (85), (17))
((19, 8), (21, 29), (92), (18))
((19, 8), (21, 30), (65), (15))
((19, 8), (21, 31), (105), (45))
((19, 8), (21, 32), (69), (13))
((19, 8), (21, 33), (91), (12))
((19, 8), (21, 34), (76), (15))
((19, 8), (21, 35), (58), (13))
((19, 8), (21, 36), (113), (51))
((19, 8), (21, 37), (96), (13))
((19, 8), (21, 38), (92), (11))
((19, 8), (21, 39), (90), (13))
((19, 8), (21, 5), (86), (15))
((19, 8), (21, 7), (98), (14))
((2, 1), (12, 12), (1), (3))
((2, 1), (12, 13), (11), (38))
((2, 1), (12, 14), (45), (15))
((2, 1), (12, 15), (42), (16))
((2, 1), (12, 17), (34), (13))
((2, 1), (12, 18), (9), (6))
((2, 1), (12, 19), (10), (33))
((2, 1), (12, 20), (12), (19))
((2, 1), (12, 21), (16), (9))
((2, 1), (12, 22), (35), (10))
((2, 1), (12, 23), (17), (6))
((2, 1), (12, 25), (3), (14))
((2, 1), (12, 26), (24), (9))
((2, 1), (12, 6), (5), (11))
((2, 1), (12, 7), (11), (8))
((2, 1), (12, 8), (13), (4))
((2, 1), (12, 9), (21), (41))
((2, 1), (13, 10), (174), (23))
((2, 1), (13, 11), (173), (23))
((2, 1), (13, 13), (35), (6))
((2, 1), (13, 14), (11), (8))
((2, 1), (13, 15), (36), (19))
((2, 1), (13, 16), (184), (26))
((2, 1), (13, 17), (104), (10))
((2, 1), (13, 18), (31), (10))
((2, 1), (13, 19), (21), (12))
((2, 1), (13, 2), (14), (7))
((2, 1), (13, 20), (19), (24))
((2, 1), (13, 21), (21), (7))
((2, 1), (13, 22), (26), (19))
((2, 1), (13, 23), (137), (11))
((2, 1), (13, 24), (9), (12))
((2, 1), (13, 25), (18), (7))
((2, 1), (13, 26), (127), (14))
((2, 1), (13, 27), (123), (23))
((2, 1), (13, 28), (111), (19))
((2, 1), (13, 29), (38), (22))
((2, 1), (13, 3), (4), (20))
((2, 1), (13, 30), (8), (5))
((2, 1), (13, 31), (22), (7))
((2, 1), (13, 32), (34), (7))
((2, 1), (13, 33), (191), (37))
((2, 1), (13, 34), (31), (12))
((2, 1), (13, 35), (10), (40))
((2, 1), (13, 4), (19), (24))
((2, 1), (13, 5), (23), (5))
((2, 1), (13, 6), (23), (10))
((2, 1), (13, 7), (117), (22))
((2, 1), (13, 8), (169), (27))
((2, 1), (13, 9), (53), (11))
((2, 1), (22, 1), (15), (9))
((2, 1), (22, 10), (20), (13))
((2, 1), (22, 11), (26), (16))
((2, 1), (22, 12), (181), (29))
((2, 1), (22, 13), (49), (22))
((2, 1), (22, 14), (8), (17))
((2, 1), (22, 15), (71), (28))
((2, 1), (22, 16), (5), (25))
((2, 1), (22, 17), (6), (26))
((2, 1), (22, 2), (7), (20))
((2, 1), (22, 3), (10), (20))
((2, 1), (22, 4), (5), (20))
((2, 1), (22, 5), (6), (10))
((2, 1), (22, 6), (3), (32))
((2, 1), (22, 7), (57), (30))
((2, 1), (22, 8), (7), (9))
((2, 1), (22, 9), (1), (26))
((2, 11), (12, 12), (5), (5))
((2, 11), (12, 13), (5), (32))
((2, 11), (12, 14), (39), (15))
((2, 11), (12, 15), (36), (16))
((2, 11), (12, 17), (28), (14))
((2, 11), (12, 18), (2), (4))
((2, 11), (12, 19), (3), (28))
((2, 11), (12, 20), (6), (16))
((2, 11), (12, 21), (10), (12))
